0	0.891604
0.1	0.891604
0.2	0.891604
0.3	0.891604
0.4	0.891604
0.5	0.891604
0.6	0.891604
0.7	0.891604
0.8	0.891604
0.9	0.891604
1	0.891604
1.1	0.891604
1.2	0.891604
1.3	0.891604
1.4	0.891604
1.5	0.891604
1.6	0.891604
1.7	0.891604
1.8	0.891604
1.9	0.891604
2	0.891604
2.1	0.891604
2.2	0.891604
2.3	0.891604
2.4	0.891604
2.5	0.891604
2.6	0.891604
2.7	0.891604
2.8	0.891604
2.9	0.891604
3	0.891604
3.1	0.891604
3.2	0.891604
3.3	0.891604
3.4	0.891604
3.5	0.891604
3.6	0.891604
3.7	0.891604
3.8	0.891604
3.9	0.891604
4	0.891604
4.1	0.891604
4.2	0.891604
4.3	0.891604
4.4	0.891604
4.5	0.891604
4.6	0.891604
4.7	0.891604
4.8	0.891604
4.9	0.891604
5	0.891604
5.1	0.891604
5.2	0.891604
5.3	0.891604
5.4	0.891604
5.5	0.891604
5.6	0.891604
5.7	0.891604
5.8	0.891604
5.9	0.891604
6	0.891604
6.1	0.891604
6.2	0.891603
6.3	0.891603
6.4	0.891602
6.5	0.8916
6.6	0.891596
6.7	0.891589
6.8	0.891576
6.9	0.891553
7	0.891512
7.1	0.891442
7.2	0.891326
7.3	0.891138
7.4	0.890843
7.5	0.890387
7.6	0.889701
7.7	0.888687
7.8	0.887221
7.9	0.885143
8	0.882251
8.1	0.878299
8.2	0.872992
8.3	0.865983
8.4	0.856872
8.5	0.845211
8.6	0.830502
8.7	0.812209
8.8	0.789763
8.9	0.762574
9	0.730045
9.1	0.691581
9.2	0.646608
9.3	0.594586
9.4	0.535021
9.5	0.467478
9.6	0.391588
9.7	0.307063
9.8	0.213693
9.9	0.111352
